"employee_id";"employee_name";"gender_clean";"age_clean";"city";"state";"department_id";"job_role_id";"joining_date_clean";"employment_status_clean";"salary_clean";"tenure_years"
237;"Aadhya Singh";"Female";54;"Noida";"Uttar Pradesh";11;6;"2021-10-10";"Inactive";167000.0;5.0
238;"Kiara Kumar";"Female";31;"Ahmedabad";"Gujarat";11;4;"2025-11-15";"Active";165800.0;0.9
239;"Kiara Kumar";"Female";44;"Kolkata";"West Bengal";7;10;"2019-02-27";"Active";45400.0;7.6
240;"Kiara Kumar";"Female";58;"Chandigarh";"Chandigarh";8;3;"2016-05-22";"Inactive";127000.0;10.3
241;"Myra Patel";"Male";0;"Kochi";"Kerala";12;8;"2023-12-16";"On Leave";203100.0;2.8
242;"Myra Patel";"Female";40;"Ahmedabad";"Gujarat";10;5;"2020-06-16";"Active";239400.0;6.3
243;"Myra Patel";"Male";59;"Delhi";"Delhi";9;6;"";"Inactive";70000.0;0.0
244;"Myra Patel";"Male";46;"Indore";"Madhya Pradesh";5;10;"2020-09-25";"Active";25400.0;6.0
245;"Myra Patel";"Female";54;"Pune";"Maharashtra";1;9;"2019-06-23";"Active";203500.0;7.3
246;"Myra Patel";"Female";54;"Chandigarh";"Chandigarh";4;14;"2025-06-04";"On Leave";133400.0;1.3
247;"Pari Reddy";"Female";51;"Kolkata";"West Bengal";8;11;"2017-03-28";"Inactive";85400.0;9.5
248;"Pari Reddy";"Female";53;"Indore";"Madhya Pradesh";4;1;"2019-10-27";"Active";243200.0;6.9
249;"Pari Reddy";"Female";25;"Indore";"Madhya Pradesh";7;4;"2023-02-13";"Active";112400.0;3.6
250;"Pari Reddy";"Male";26;"Mumbai";"Maharashtra";11;7;"2017-01-05";"Active";66900.0;9.7
251;"Pari Reddy";"Male";47;"Ahmedabad";"Gujarat";4;5;"2024-06-06";"Active";145700.0;2.3
252;"Pari Reddy";"Male";43;"Delhi";"Delhi";5;4;"2015-07-24";"Active";247400.0;11.2
253;"Pari Reddy";"Male";53;"Chandigarh";"Chandigarh";11;11;"2025-10-09";"Active";215100.0;1.0
254;"Pari Reddy";"Female";0;"Lucknow";"Uttar Pradesh";11;1;"2025-09-01";"Active";31300.0;1.1
255;"Anika Nair";"Male";41;"Gurgaon";"Haryana";11;10;"2023-12-28";"Active";82400.0;2.7
256;"Anika Nair";"Male";28;"Kochi";"Kerala";4;9;"2017-03-22";"On Leave";145400.0;9.5
257;"Anika Nair";"Female";28;"Chandigarh";"Chandigarh";2;14;"2021-12-13";"Active";74100.0;4.8
258;"Anika Nair";"Female";46;"Pune";"Maharashtra";11;2;"2015-10-30";"Active";50700.0;10.9
259;"Anika Nair";"Male";29;"Bengaluru";"Karnataka";4;11;"2020-11-28";"On Leave";195200.0;5.8
260;"Anika Nair";"Female";50;"Kolkata";"West Bengal";11;13;"2023-12-08";"Active";115500.0;2.8
261;"Anika Nair";"Male";25;"Hyderabad";"Telangana";2;3;"2023-01-18";"Active";100200.0;3.7
262;"Anika Nair";"Female";36;"Hyderabad";"Telangana";10;5;"2015-11-02";"Active";36900.0;10.9
263;"Anika Nair";"Male";34;"Mumbai";"Maharashtra";7;6;"2022-10-25";"On Leave";241900.0;3.9
264;"Navya Iyer";"Female";57;"Jaipur";"Rajasthan";6;7;"2023-08-15";"On Leave";191500.0;3.1
265;"Navya Iyer";"Male";51;"Bengaluru";"Karnataka";13;7;"2020-01-31";"Active";77900.0;6.6
266;"Navya Iyer";"Male";21;"Kolkata";"West Bengal";5;9;"2023-07-18";"Active";80700.0;3.2
267;"Navya Iyer";"Female";50;"Kochi";"Kerala";1;12;"2021-06-20";"Active";205500.0;5.3
268;"Navya Iyer";"Female";36;"Hyderabad";"Telangana";6;12;"2016-08-29";"Active";184100.0;10.1
269;"Navya Iyer";"Female";33;"Kochi";"Kerala";8;2;"2015-11-24";"Inactive";170600.0;10.8
270;"Navya Iyer";"Female";38;"Delhi";"Delhi";4;14;"2018-10-09";"Active";187100.0;8.0
271;"Navya Iyer";"Female";0;"Lucknow";"Uttar Pradesh";6;3;"2023-10-03";"Active";53000.0;3.0
272;"Navya Iyer";"Male";36;"Pune";"Maharashtra";1;14;"2021-01-06";"Active";0.0;5.7
273;"Riya Menon";"Male";23;"Noida";"Uttar Pradesh";8;11;"2018-07-22";"Active";94800.0;8.2
274;"Riya Menon";"Female";39;"Mumbai";"Maharashtra";2;5;"2024-02-11";"Active";157800.0;2.6
275;"Riya Menon";"Male";26;"Delhi";"Delhi";2;3;"2024-02-28";"On Leave";109800.0;2.6
276;"Riya Menon";"Male";34;"Bengaluru";"Karnataka";5;14;"2023-05-02";"Active";222500.0;3.4
277;"Priya Rao";"Male";53;"Hyderabad";"Telangana";9;13;"2015-12-29";"On Leave";0.0;10.7
278;"Priya Rao";"Male";44;"Indore";"Madhya Pradesh";8;14;"2025-05-09";"Active";115400.0;1.4
279;"Priya Rao";"Male";39;"Hyderabad";"Telangana";1;10;"2026-02-09";"On Leave";194400.0;0.6
280;"Priya Rao";"Male";33;"Mumbai";"Maharashtra";7;10;"2024-11-11";"Active";89900.0;1.9
281;"Priya Rao";"Female";0;"Mumbai";"Maharashtra";5;11;"2024-04-14";"Inactive";42100.0;2.4
282;"Priya Rao";"Female";40;"Gurgaon";"Haryana";7;1;"2018-04-03";"Inactive";85300.0;8.5
283;"Priya Rao";"Female";48;"Indore";"Madhya Pradesh";5;11;"2023-10-28";"Inactive";56900.0;2.9
284;"Priya Rao";"Male";33;"Gurgaon";"Haryana";13;11;"2015-08-05";"On Leave";86400.0;11.1
285;"Priya Rao";"Female";0;"Ahmedabad";"Gujarat";3;14;"2016-11-03";"Active";0.0;9.9
286;"Priya Rao";"Female";52;"Indore";"Madhya Pradesh";6;13;"2025-02-28";"Active";130100.0;1.6
287;"Neha Chatterjee";"Female";22;"Indore";"Madhya Pradesh";12;7;"2019-06-20";"Inactive";143400.0;7.3
288;"Neha Chatterjee";"Female";21;"Kochi";"Kerala";10;7;"2017-11-07";"Active";51300.0;8.9
289;"Neha Chatterjee";"Female";34;"Ahmedabad";"Gujarat";11;3;"2016-03-29";"Active";37700.0;10.5
290;"Neha Chatterjee";"Male";0;"Gurgaon";"Haryana";4;3;"2019-02-23";"Inactive";0.0;7.6
291;"Neha Chatterjee";"Female";41;"Lucknow";"Uttar Pradesh";2;2;"2020-04-30";"Active";78200.0;6.4
292;"Neha Chatterjee";"Female";26;"Kolkata";"West Bengal";13;5;"2020-03-24";"Inactive";31700.0;6.5
293;"Neha Chatterjee";"Female";29;"Pune";"Maharashtra";5;13;"2018-09-24";"On Leave";170400.0;8.0
294;"Neha Chatterjee";"Female";45;"Chennai";"Tamil Nadu";5;13;"2022-05-26";"Active";0.0;4.3
295;"Neha Chatterjee";"Male";0;"Indore";"Madhya Pradesh";1;4;"2026-05-19";"Active";155400.0;0.3
296;"Neha Chatterjee";"Female";50;"Mumbai";"Maharashtra";9;14;"2026-03-18";"Active";56600.0;0.5
297;"Pooja Mukherjee";"Male";55;"Bengaluru";"Karnataka";4;14;"2016-04-02";"Active";47000.0;10.5
298;"Pooja Mukherjee";"Male";53;"Mumbai";"Maharashtra";7;13;"2022-09-10";"Active";136100.0;4.0
299;"Pooja Mukherjee";"Female";32;"Hyderabad";"Telangana";13;11;"2018-03-23";"Active";218100.0;8.5
300;"Pooja Mukherjee";"Male";54;"Lucknow";"Uttar Pradesh";9;8;"2015-12-09";"Active";195000.0;10.8
301;"Pooja Mukherjee";"Male";32;"Mumbai";"Maharashtra";4;6;"2017-01-19";"Active";164900.0;9.7
302;"Pooja Mukherjee";"Female";27;"Chandigarh";"Chandigarh";7;2;"2016-05-01";"Inactive";147200.0;10.4
303;"Pooja Mukherjee";"Female";47;"Noida";"Uttar Pradesh";1;3;"2017-01-23";"On Leave";142200.0;9.7
304;"Pooja Mukherjee";"Female";0;"Pune";"Maharashtra";12;6;"2020-01-23";"Active";141500.0;6.7
305;"Sneha Banerjee";"Male";59;"Delhi";"Delhi";7;11;"2015-10-10";"Active";205100.0;11.0
306;"Sneha Banerjee";"Male";37;"Hyderabad";"Telangana";4;1;"2020-11-01";"On Leave";232400.0;5.9
307;"Sneha Banerjee";"Male";52;"Kochi";"Kerala";9;12;"2016-06-05";"Inactive";94000.0;10.3
308;"Kavya Das";"Male";35;"Delhi";"Delhi";4;3;"2015-11-09";"Active";0.0;10.9
309;"Kavya Das";"Male";47;"Jaipur";"Rajasthan";1;3;"2021-02-18";"Inactive";86800.0;5.6
310;"Kavya Das";"Male";23;"Ahmedabad";"Gujarat";11;11;"2015-10-08";"Active";188700.0;11.0
311;"Kavya Das";"Female";36;"Kolkata";"West Bengal";3;10;"";"On Leave";208900.0;0.0
312;"Kavya Das";"Male";41;"Kolkata";"West Bengal";8;6;"2019-11-21";"Active";68700.0;6.8
313;"Kavya Das";"Female";50;"Kolkata";"West Bengal";11;14;"2018-07-30";"Active";77200.0;8.2
314;"Anjali Bose";"Female";30;"Indore";"Madhya Pradesh";9;7;"2017-05-15";"Active";203200.0;9.4
315;"Anjali Bose";"Female";35;"Delhi";"Delhi";9;3;"2026-01-29";"Active";75600.0;0.6
316;"Anjali Bose";"Female";27;"Noida";"Uttar Pradesh";12;13;"2024-02-06";"Active";240200.0;2.6
317;"Anjali Bose";"Male";27;"Chennai";"Tamil Nadu";1;13;"2017-03-21";"Active";220800.0;9.5
318;"Anjali Bose";"Female";45;"Noida";"Uttar Pradesh";6;6;"2022-11-28";"On Leave";118500.0;3.8
319;"Meera Joshi";"Female";34;"Bengaluru";"Karnataka";9;6;"2024-04-25";"On Leave";179400.0;2.4
320;"Meera Joshi";"Male";43;"Jaipur";"Rajasthan";3;4;"2015-01-30";"Active";233600.0;11.6
321;"Meera Joshi";"Female";57;"Indore";"Madhya Pradesh";1;7;"2020-07-03";"Active";125700.0;6.2
322;"Meera Joshi";"Male";0;"Chennai";"Tamil Nadu";9;3;"2015-03-12";"Inactive";123000.0;11.5
323;"Meera Joshi";"Female";0;"Mumbai";"Maharashtra";7;9;"2015-09-29";"Active";54800.0;11.0
324;"Meera Joshi";"Male";41;"Kolkata";"West Bengal";9;10;"2023-04-06";"Active";119900.0;3.5
325;"Meera Joshi";"Male";43;"Noida";"Uttar Pradesh";3;5;"2021-11-12";"Inactive";226500.0;4.9
326;"Shreya Deshmukh";"Female";51;"Lucknow";"Uttar Pradesh";7;1;"2024-06-23";"On Leave";241100.0;2.3
327;"Shreya Deshmukh";"Male";54;"Delhi";"Delhi";7;13;"2024-10-10";"Active";162500.0;2.0
328;"Shreya Deshmukh";"Female";31;"Lucknow";"Uttar Pradesh";1;4;"2018-11-25";"Active";94900.0;7.8
329;"Shreya Deshmukh";"Female";37;"Mumbai";"Maharashtra";6;10;"2026-03-05";"Inactive";99000.0;0.6
330;"Shreya Deshmukh";"Female";45;"Noida";"Uttar Pradesh";4;8;"2025-07-01";"Active";197100.0;1.2
331;"Shreya Deshmukh";"Male";52;"Noida";"Uttar Pradesh";12;4;"2017-04-07";"Active";136500.0;9.5
332;"Shreya Deshmukh";"Male";45;"Gurgaon";"Haryana";3;2;"2024-02-05";"Active";113200.0;2.6
333;"Shreya Deshmukh";"Female";33;"Chandigarh";"Chandigarh";4;6;"2016-04-10";"On Leave";179600.0;10.5
334;"Divya Kulkarni";"Male";43;"Hyderabad";"Telangana";7;10;"2019-03-05";"Active";225400.0;7.6
335;"Divya Kulkarni";"Male";0;"Mumbai";"Maharashtra";1;14;"2025-01-30";"Active";45700.0;1.6
336;"Divya Kulkarni";"Male";25;"Hyderabad";"Telangana";11;13;"2019-08-28";"On Leave";204000.0;7.1
337;"Divya Kulkarni";"Male";28;"Indore";"Madhya Pradesh";5;5;"2020-10-07";"Active";216100.0;6.0
338;"Swati Pillai";"Male";21;"Delhi";"Delhi";13;9;"2024-12-03";"Active";44400.0;1.8
339;"Swati Pillai";"Female";36;"Bengaluru";"Karnataka";3;10;"2026-06-12";"Active";0.0;0.3
340;"Swati Pillai";"Female";48;"Pune";"Maharashtra";12;5;"2015-01-05";"Active";220300.0;11.7
341;"Swati Pillai";"Female";42;"Jaipur";"Rajasthan";11;8;"2024-08-20";"Active";160800.0;2.1
342;"Swati Pillai";"Female";28;"Kochi";"Kerala";4;10;"2016-06-25";"On Leave";120900.0;10.2
343;"Swati Pillai";"Female";50;"Pune";"Maharashtra";10;5;"2024-10-27";"Active";131100.0;1.9
344;"Swati Pillai";"Female";25;"Noida";"Uttar Pradesh";7;5;"2021-11-12";"On Leave";176400.0;4.9
345;"Swati Pillai";"Female";59;"Delhi";"Delhi";3;2;"2024-02-22";"Active";204300.0;2.6
346;"Swati Pillai";"Male";37;"Indore";"Madhya Pradesh";2;8;"2018-09-03";"Active";136600.0;8.1
347;"Swati Pillai";"Female";59;"Jaipur";"Rajasthan";4;7;"2017-03-31";"Active";154500.0;9.5
348;"Swati Pillai";"Male";30;"Kolkata";"West Bengal";12;10;"2023-11-25";"Active";0.0;2.8
349;"Ritu Naidu";"Male";35;"Noida";"Uttar Pradesh";12;3;"2023-05-24";"Inactive";143800.0;3.3
350;"Ritu Naidu";"Female";52;"Hyderabad";"Telangana";2;6;"2023-03-09";"On Leave";136200.0;3.5
351;"Sunita Chauhan";"Male";48;"Gurgaon";"Haryana";10;10;"2018-09-28";"Active";175200.0;8.0
352;"Sunita Chauhan";"Male";31;"Mumbai";"Maharashtra";1;5;"2018-07-11";"Inactive";33200.0;8.2
353;"Geeta Yadav";"Male";0;"Hyderabad";"Telangana";3;11;"2022-07-20";"Active";193500.0;4.2
354;"Geeta Yadav";"Male";28;"Chennai";"Tamil Nadu";9;11;"2021-03-04";"Active";108200.0;5.6
355;"Geeta Yadav";"Male";34;"Hyderabad";"Telangana";9;5;"2021-06-15";"Inactive";230500.0;5.3
356;"Geeta Yadav";"Male";34;"Lucknow";"Uttar Pradesh";12;5;"2025-03-15";"Active";215700.0;1.5
357;"Geeta Yadav";"Female";0;"Noida";"Uttar Pradesh";3;12;"2022-04-27";"Inactive";175700.0;4.4
358;"Lakshmi Mishra";"Female";47;"Delhi";"Delhi";7;9;"2015-08-05";"Active";200500.0;11.1
359;"Lakshmi Mishra";"Female";22;"Jaipur";"Rajasthan";9;1;"2018-04-06";"Active";240700.0;8.5
360;"Lakshmi Mishra";"Female";45;"Chandigarh";"Chandigarh";9;7;"2023-01-19";"Inactive";247300.0;3.7
361;"Radha Tiwari";"Male";33;"Indore";"Madhya Pradesh";6;3;"2017-06-05";"Active";228500.0;9.3
362;"Radha Tiwari";"Female";56;"Ahmedabad";"Gujarat";13;14;"2023-03-26";"Active";0.0;3.5
363;"Radha Tiwari";"Male";46;"Pune";"Maharashtra";4;7;"2021-05-08";"On Leave";199600.0;5.4
364;"Radha Tiwari";"Female";56;"Mumbai";"Maharashtra";8;5;"2025-05-18";"Inactive";85500.0;1.3
365;"Kavita Pandey";"Female";40;"Kochi";"Kerala";12;3;"2024-07-02";"Active";168300.0;2.2
366;"Kavita Pandey";"Male";40;"Mumbai";"Maharashtra";13;5;"2017-08-05";"Active";230600.0;9.1
367;"Kavita Pandey";"Female";45;"Lucknow";"Uttar Pradesh";11;3;"2017-09-11";"Active";76100.0;9.0
368;"Kavita Pandey";"Female";28;"Lucknow";"Uttar Pradesh";2;3;"2017-03-07";"Inactive";214000.0;9.5
369;"Nisha Agarwal";"Male";21;"Ahmedabad";"Gujarat";1;3;"2018-12-28";"Active";161700.0;7.7
370;"Nisha Agarwal";"Female";53;"Pune";"Maharashtra";10;3;"2016-01-17";"Inactive";154200.0;10.7
371;"Nisha Agarwal";"Female";36;"Mumbai";"Maharashtra";9;2;"2015-01-18";"On Leave";110900.0;11.7
372;"Nisha Agarwal";"Male";23;"Kolkata";"West Bengal";10;4;"2016-12-05";"Inactive";213100.0;9.8
373;"Nisha Agarwal";"Female";58;"Jaipur";"Rajasthan";2;11;"2022-11-04";"Inactive";248700.0;3.9
374;"Nisha Agarwal";"Female";26;"Kolkata";"West Bengal";7;3;"2025-07-09";"On Leave";58000.0;1.2
375;"Nisha Agarwal";"Female";35;"Bengaluru";"Karnataka";8;11;"2019-12-25";"On Leave";57600.0;6.7
376;"Nisha Agarwal";"Female";0;"Gurgaon";"Haryana";7;8;"2025-06-21";"Inactive";63400.0;1.3
377;"Nisha Agarwal";"Male";54;"Hyderabad";"Telangana";9;13;"2023-11-27";"Active";215900.0;2.8
378;"Nisha Agarwal";"Male";28;"Hyderabad";"Telangana";10;5;"2026-05-01";"Active";173700.0;0.4
379;"Nisha Agarwal";"Female";36;"Indore";"Madhya Pradesh";8;10;"2026-01-25";"Active";153300.0;0.7
380;"Aarav Sharma";"Male";41;"Gurgaon";"Haryana";7;14;"2018-02-14";"Active";98400.0;8.6
381;"Aarav Sharma";"Female";53;"Bengaluru";"Karnataka";5;4;"2021-12-14";"Active";140500.0;4.8
382;"Aarav Sharma";"Male";48;"Mumbai";"Maharashtra";13;10;"2017-03-23";"On Leave";73000.0;9.5
383;"Aarav Sharma";"Female";43;"Pune";"Maharashtra";2;10;"2017-04-16";"Inactive";236200.0;9.4
384;"Vivaan Verma";"Female";0;"Kochi";"Kerala";5;12;"2026-01-26";"Active";0.0;0.7
385;"Vivaan Verma";"Male";43;"Bengaluru";"Karnataka";7;12;"2026-06-08";"Active";0.0;0.3
386;"Aditya Gupta";"Male";49;"Chandigarh";"Chandigarh";11;1;"2019-11-23";"Active";132600.0;6.8
387;"Vihaan Singh";"Female";55;"Noida";"Uttar Pradesh";6;9;"2016-08-19";"Active";178400.0;10.1
388;"Arjun Kumar";"Male";0;"Gurgaon";"Haryana";9;14;"2022-07-07";"Active";143000.0;4.2
389;"Arjun Kumar";"Male";37;"Chennai";"Tamil Nadu";13;11;"2021-06-16";"Active";0.0;5.3
390;"Arjun Kumar";"Male";33;"Ahmedabad";"Gujarat";4;8;"2015-02-25";"Active";94200.0;11.6
391;"Sai Patel";"Female";33;"Chennai";"Tamil Nadu";13;1;"2019-02-02";"Active";204300.0;7.6
392;"Sai Patel";"Female";36;"Delhi";"Delhi";4;4;"2020-01-23";"Active";0.0;6.7
393;"Sai Patel";"Male";54;"Bengaluru";"Karnataka";7;14;"2016-09-21";"Active";0.0;10.0
394;"Reyansh Reddy";"Female";32;"Indore";"Madhya Pradesh";9;7;"2018-07-08";"Active";151900.0;8.2
395;"Reyansh Reddy";"Male";56;"Noida";"Uttar Pradesh";10;14;"2023-05-25";"Active";0.0;3.3
396;"Krishna Nair";"Female";36;"Chandigarh";"Chandigarh";6;14;"2023-03-20";"Active";141000.0;3.5
397;"Krishna Nair";"Female";0;"Delhi";"Delhi";7;7;"2026-03-17";"Inactive";235300.0;0.5
398;"Krishna Nair";"Male";0;"Kochi";"Kerala";7;6;"2025-09-11";"On Leave";178600.0;1.0
399;"Krishna Nair";"Male";45;"Ahmedabad";"Gujarat";12;7;"2025-03-25";"Active";110500.0;1.5
400;"Ishaan Iyer";"Female";38;"Noida";"Uttar Pradesh";7;3;"2025-09-15";"Active";78500.0;1.0
401;"Ishaan Iyer";"Male";30;"Hyderabad";"Telangana";10;14;"2021-11-09";"Active";61200.0;4.9
402;"Ishaan Iyer";"Male";26;"Lucknow";"Uttar Pradesh";8;9;"2015-11-21";"Active";0.0;10.8
403;"Ishaan Iyer";"Male";44;"Indore";"Madhya Pradesh";13;4;"2026-03-27";"Active";87600.0;0.5
404;"Ishaan Iyer";"Male";56;"Lucknow";"Uttar Pradesh";1;8;"2019-04-05";"Active";132700.0;7.5
405;"Shaurya Menon";"Male";0;"Lucknow";"Uttar Pradesh";12;6;"2025-10-01";"Active";103700.0;1.0
406;"Rohan Rao";"Female";28;"Noida";"Uttar Pradesh";5;2;"2015-07-09";"Active";29400.0;11.2
407;"Rohan Rao";"Male";21;"Indore";"Madhya Pradesh";3;12;"2025-12-15";"On Leave";63100.0;0.8
408;"Rohan Rao";"Male";0;"Chandigarh";"Chandigarh";10;6;"2019-04-06";"Active";156800.0;7.5
409;"Karan Chatterjee";"Female";38;"Mumbai";"Maharashtra";11;9;"2020-06-28";"Active";123600.0;6.2
410;"Karan Chatterjee";"Female";30;"Kochi";"Kerala";5;2;"2025-04-06";"Active";243900.0;1.5
411;"Rahul Mukherjee";"Male";26;"Indore";"Madhya Pradesh";1;12;"2023-07-05";"Active";0.0;3.2
412;"Rahul Mukherjee";"Male";0;"Indore";"Madhya Pradesh";11;2;"2017-04-16";"Inactive";174900.0;9.4
413;"Rahul Mukherjee";"Male";0;"Chennai";"Tamil Nadu";12;7;"2025-12-02";"On Leave";96600.0;0.8
414;"Amit Banerjee";"Male";35;"Bengaluru";"Karnataka";8;14;"2023-04-23";"Active";226900.0;3.4
415;"Amit Banerjee";"Male";39;"Mumbai";"Maharashtra";12;14;"2023-02-15";"Active";176300.0;3.6
416;"Amit Banerjee";"Female";22;"Noida";"Uttar Pradesh";1;13;"2015-07-22";"Active";157600.0;11.2
417;"Amit Banerjee";"Male";58;"Pune";"Maharashtra";12;11;"2022-08-22";"Inactive";109700.0;4.1
418;"Suresh Das";"Female";0;"Chandigarh";"Chandigarh";3;2;"2019-01-14";"On Leave";211800.0;7.7
419;"Suresh Das";"Female";49;"Kolkata";"West Bengal";4;5;"2015-09-24";"Active";110000.0;11.0
420;"Suresh Das";"Female";21;"Mumbai";"Maharashtra";8;12;"2024-10-29";"Active";234300.0;1.9
421;"Suresh Das";"Male";35;"Kochi";"Kerala";7;9;"2018-11-07";"Inactive";141700.0;7.9
422;"Nikhil Bose";"Female";48;"Mumbai";"Maharashtra";2;10;"2015-05-29";"Active";120200.0;11.3
423;"Varun Joshi";"Male";31;"Jaipur";"Rajasthan";9;8;"2020-06-29";"Active";102100.0;6.2
424;"Varun Joshi";"Female";0;"Kolkata";"West Bengal";6;14;"2026-04-11";"Active";195400.0;0.5
425;"Varun Joshi";"Female";60;"Jaipur";"Rajasthan";1;6;"2026-04-07";"Active";246100.0;0.5
426;"Varun Joshi";"Female";57;"Delhi";"Delhi";6;4;"2019-07-05";"Active";180700.0;7.2
427;"Siddharth Deshmukh";"Male";40;"Kochi";"Kerala";9;14;"2015-08-27";"Active";70400.0;11.1
428;"Manish Kulkarni";"Male";54;"Chandigarh";"Chandigarh";4;12;"2020-10-22";"Inactive";240000.0;5.9
429;"Deepak Pillai";"Male";41;"Noida";"Uttar Pradesh";11;6;"2018-05-22";"Inactive";197100.0;8.3
430;"Deepak Pillai";"Female";22;"Mumbai";"Maharashtra";3;13;"2026-02-10";"Active";220500.0;0.6
431;"Deepak Pillai";"Male";29;"Lucknow";"Uttar Pradesh";4;11;"";"On Leave";99800.0;0.0
432;"Rakesh Naidu";"Female";31;"Hyderabad";"Telangana";10;13;"2018-02-09";"Active";107800.0;8.6
433;"Sandeep Chauhan";"Female";53;"Delhi";"Delhi";3;7;"2024-08-15";"On Leave";0.0;2.1
434;"Sandeep Chauhan";"Male";50;"Indore";"Madhya Pradesh";4;14;"2019-02-24";"Active";242900.0;7.6
435;"Vikram Yadav";"Male";31;"Kolkata";"West Bengal";12;11;"2021-07-09";"Active";210900.0;5.2
436;"Vikram Yadav";"Female";55;"Mumbai";"Maharashtra";12;12;"2025-07-01";"Active";54600.0;1.2
437;"Vikram Yadav";"Female";40;"Ahmedabad";"Gujarat";10;5;"2025-12-02";"Active";120600.0;0.8
438;"Vikram Yadav";"Female";36;"Kochi";"Kerala";10;6;"2020-11-05";"Inactive";165500.0;5.9
439;"Vikram Yadav";"Male";30;"Chandigarh";"Chandigarh";3;6;"2015-02-21";"On Leave";194600.0;11.6
440;"Vijay Pandey";"Male";34;"Hyderabad";"Telangana";10;11;"2023-04-22";"Active";124300.0;3.4
441;"Vijay Pandey";"Female";54;"Gurgaon";"Haryana";9;11;"2018-09-15";"Active";0.0;8.0
442;"Sunil Bansal";"Female";58;"Indore";"Madhya Pradesh";11;1;"2019-12-21";"Active";109700.0;6.8
443;"Sunil Bansal";"Female";31;"Gurgaon";"Haryana";1;4;"2015-01-22";"Active";36700.0;11.7
444;"Anil Malhotra";"Female";43;"Mumbai";"Maharashtra";10;13;"2024-02-15";"Active";134900.0;2.6
445;"Anil Malhotra";"Male";37;"Gurgaon";"Haryana";5;7;"2018-05-24";"Active";180400.0;8.3
446;"Anil Malhotra";"Male";28;"Gurgaon";"Haryana";9;11;"2022-01-21";"On Leave";107600.0;4.7
447;"Prakash Kapoor";"Male";36;"Jaipur";"Rajasthan";10;5;"2026-02-25";"On Leave";239100.0;0.6
448;"Prakash Kapoor";"Male";21;"Bengaluru";"Karnataka";7;6;"2015-06-19";"Active";134600.0;11.3
449;"Prakash Kapoor";"Female";37;"Indore";"Madhya Pradesh";6;11;"2019-08-13";"Active";224000.0;7.1
450;"Prakash Kapoor";"Female";42;"Chandigarh";"Chandigarh";8;2;"2022-09-02";"Active";173400.0;4.1
451;"Naveen Chopra";"Male";32;"Noida";"Uttar Pradesh";11;4;"2022-12-08";"Active";120600.0;3.8
452;"Harish Khanna";"Female";52;"Kolkata";"West Bengal";1;12;"2026-05-27";"On Leave";63900.0;0.3
453;"Harish Khanna";"Female";40;"Noida";"Uttar Pradesh";3;8;"2022-01-28";"Active";79200.0;4.7
454;"Ganesh Sethi";"Male";37;"Kochi";"Kerala";6;12;"2017-06-22";"Inactive";29100.0;9.3
455;"Ganesh Sethi";"Male";29;"Hyderabad";"Telangana";4;8;"2021-04-23";"On Leave";91200.0;5.4
456;"Ananya Sharma";"Female";28;"Jaipur";"Rajasthan";13;6;"2019-11-24";"On Leave";25900.0;6.8
457;"Ananya Sharma";"Female";38;"Jaipur";"Rajasthan";9;12;"2015-07-01";"Active";212500.0;11.2
458;"Diya Verma";"Male";51;"Pune";"Maharashtra";9;14;"2025-01-16";"Active";203100.0;1.7
459;"Diya Verma";"Male";22;"Delhi";"Delhi";8;13;"2023-12-22";"Active";111400.0;2.8
460;"Diya Verma";"Male";30;"Jaipur";"Rajasthan";8;4;"2026-05-22";"Active";158400.0;0.3
461;"Diya Verma";"Female";28;"Chandigarh";"Chandigarh";3;7;"2020-05-03";"On Leave";44400.0;6.4
462;"Saanvi Gupta";"Female";34;"Lucknow";"Uttar Pradesh";3;13;"2019-09-12";"On Leave";96700.0;7.0
463;"Aadhya Singh";"Female";23;"Ahmedabad";"Gujarat";5;9;"2018-08-12";"Active";194100.0;8.1
464;"Aadhya Singh";"Male";43;"Gurgaon";"Haryana";2;13;"2021-01-12";"Active";52900.0;5.7
465;"Kiara Kumar";"Female";39;"Chennai";"Tamil Nadu";2;5;"2015-07-04";"Active";192100.0;11.2
466;"Kiara Kumar";"Male";30;"Chandigarh";"Chandigarh";2;11;"2020-03-12";"Inactive";63900.0;6.5
467;"Kiara Kumar";"Male";0;"Lucknow";"Uttar Pradesh";6;12;"2023-05-07";"Active";78700.0;3.4
468;"Kiara Kumar";"Male";21;"Chennai";"Tamil Nadu";12;7;"2022-08-29";"Active";43300.0;4.1
469;"Myra Patel";"Female";34;"Chandigarh";"Chandigarh";1;4;"";"Active";58600.0;0.0
470;"Myra Patel";"Female";25;"Hyderabad";"Telangana";8;11;"2024-06-01";"On Leave";126200.0;2.3
471;"Myra Patel";"Female";52;"Indore";"Madhya Pradesh";4;13;"2020-06-20";"Active";93800.0;6.3
472;"Pari Reddy";"Male";39;"Kochi";"Kerala";9;11;"2020-06-20";"Active";30400.0;6.3
473;"Pari Reddy";"Male";58;"Noida";"Uttar Pradesh";9;5;"2025-10-20";"Active";209600.0;0.9
474;"Pari Reddy";"Female";0;"Jaipur";"Rajasthan";12;7;"2018-12-19";"Active";159800.0;7.8
475;"Pari Reddy";"Male";0;"Kochi";"Kerala";10;7;"2015-05-26";"Inactive";208200.0;11.3
